recipe_name,prep_time,cook_time,total_time,servings,yield,ingredients,directions,rating,url,cuisine_path,nutrition,timing,img_src,source,rcp_seq
Easy Arugula Salad,15 mins,,15 mins,4,4 servings,"4 cups young arugula leaves, rinsed and dried, 1 cup cherry tomatoes, halved, ¼ cup pine nuts, 2 tablespoons grapeseed oil or olive oil, 1 tablespoon rice vinegar,   salt to taste,   freshly ground black pepper to taste, ¼ cup grated Parmesan cheese, 1 large avocado - peeled, pitted and sliced","In a large plastic bowl with a lid, combine arugula, cherry tomatoes, pine nuts, oil, vinegar, and Parmesan cheese. Season with salt and pepper to taste. Cover, and shake to mix.
Divide salad onto plates, and top with slices of avocado.",4.7,https://www.allrecipes.com/recipe/71600/easy-arugula-salad/,/Salad/Green Salad Recipes/Arugula Salad Recipes/,"Total Fat 23g 30%, Saturated Fat 4g 19%, Cholesterol 4mg 1%, Sodium 381mg 17%, Total Carbohydrate 10g 4%, Dietary Fiber 6g 21%, Total Sugars 1g, Protein 6g, Vitamin C 17mg 87%, Calcium 101mg 8%, Iron 2mg 9%, Potassium 560mg 12%","Prep Time: 15 mins, Total Time: 15 mins, Servings: 4, Yield: 4 servings",https://www.allrecipes.com/thmb/lyORmb84TuvkjFm2HlkRmMzRx80=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1131650-719ecbc74110497d82444ff246112acf.jpg,allrecipes,
California Roll Sushi,45 mins,15 mins,1 hrs 30 mins,8,8 rolls,"1 cup uncooked short-grain white rice, 1 cup water, ¼ cup rice vinegar, 1 tablespoon white sugar, ½ cup imitation crabmeat, finely chopped, ¼ cup mayonnaise, 8 sheets nori (dry seaweed), 2 ½ tablespoons sesame seeds, 1  cucumber, cut into thin spears, 2  avocados - pitted, peeled, and sliced the long way","Wash the rice in several changes of water until the rinse water is no longer cloudy, drain well, and place in a covered pan or rice cooker with 1 cup water. Bring to a boil, reduce heat to a simmer, and cover the pan. Allow the rice to simmer until the top looks dry, about 15 minutes. Turn off the heat, and let stand for 10 minutes to absorb the rest of the water.
Mix the rice vinegar and sugar in a small bowl until the sugar has dissolved, and stir the mixture into the cooked rice until well combined. Allow the rice to cool, and set aside.
Mix the imitation crabmeat with mayonnaise in a bowl, and set aside. To roll the sushi, cover a bamboo rolling mat with plastic wrap. Lay a sheet of nori, shiny side down, on the plastic wrap. With wet fingers, firmly pat a thin, even layer of prepared rice over the nori, leaving 1/4 inch uncovered at the bottom edge of the sheet. Sprinkle the rice with about 1/2 teaspoon of sesame seeds, and gently press them into the rice. Carefully flip the nori sheet over so the seaweed side is up.
Place 2 or 3 long cucumber spears, 2 or 3 slices of avocado, and about 1 tablespoon of imitation crab mixture in a line across the nori sheet, about 1/4 from the uncovered edge. Pick up the edge of the bamboo rolling sheet, fold the bottom edge of the sheet up, enclosing the filling, and tightly roll the sushi into a cylinder about 1 1/2 inch in diameter. Once the sushi is rolled, wrap it in the mat and gently squeeze to compact it tightly.
Cut each roll into 1 inch pieces with a very sharp knife dipped in water.",4.3,https://www.allrecipes.com/recipe/189477/california-roll-sushi/,/Cuisine/Asian/,"Total Fat 14g 18%, Saturated Fat 2g 11%, Cholesterol 5mg 2%, Sodium 135mg 6%, Total Carbohydrate 24g 9%, Dietary Fiber 4g 16%, Total Sugars 3g, Protein 4g, Vitamin C 7mg 34%, Calcium 43mg 3%, Iron 2mg 9%, Potassium 327mg 7%","Prep Time: 45 mins, Cook Time: 15 mins, Additional Time: 30 mins, Total Time: 1 hrs 30 mins, Servings: 8, Yield: 8 rolls",https://www.allrecipes.com/thmb/qKfJScTFaEY8F68wecGy42ELAaw=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4564632-california-roll-sushi-Sahara-B-4x3-1-24bfe4e2c76c445abbd610eed5967cc0.jpg,allrecipes,
Avocado Shrimp Ceviche-Estillo Sarita,1 hrs 30 mins,,1 hrs 30 mins,4,4 servings,"2 pounds large shrimp - peeled, deveined and chopped, ¾ cup fresh lime juice, 5  roma (plum) tomatoes, diced, 1  white onion, chopped, ½ cup chopped fresh cilantro, 1 tablespoon Worcestershire sauce, 1 tablespoon ketchup, 1 teaspoon hot pepper sauce,   salt and pepper to taste, 1  avocado - peeled, pitted and diced, 16  saltine crackers","Place the shrimp and lime juice into a large bowl, and stir to coat. Let stand for about 5 minutes, or until shrimp are opaque. The lime juice will cook them. Mix in the tomatoes, onion, and cilantro until coated with lime juice; cover and refrigerate for 1 hour.
Remove from the refrigerator, and mix in the Worcestershire sauce, ketchup, hot sauce, salt and pepper. We have our own hot sauce recipe, but you can use whatever hot sauce you like, or leave it out and let people add their own when serving.
Serve in glass tumblers and top with avocado pieces. Set out extra Worcestershire sauce, ketchup, lime wedges and hot sauce for people to individualize their dish. Serve with saltine crackers.",4.6,https://www.allrecipes.com/recipe/90396/avocado-shrimp-ceviche-estillo-sarita/,/Appetizers and Snacks/Seafood/Ceviche Recipes/,"Total Fat 11g 14%, Saturated Fat 2g 9%, Cholesterol 346mg 115%, Sodium 691mg 30%, Total Carbohydrate 24g 9%, Dietary Fiber 6g 20%, Total Sugars 6g, Protein 41g, Vitamin C 38mg 191%, Calcium 113mg 9%, Iron 7mg 39%, Potassium 943mg 20%","Prep Time: 1 hrs 30 mins, Total Time: 1 hrs 30 mins, Servings: 4, Yield: 4 servings",https://www.allrecipes.com/thmb/koMqQPUsuPI_yWMO0cVXEfFZq4I=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/407088-e780d9e097484983a34fc5e7c6f63577.jpg,allrecipes,
Avocado Toast (Vegan),10 mins,,10 mins,4,4 toasts,"4 slices whole-grain bread, 1  avocado, halved and pitted, 2 tablespoons chopped fresh parsley, 1 ½ teaspoons extra-virgin olive oil, ½  lemon, juiced, ½ teaspoon salt, ½ teaspoon ground black pepper, ½ teaspoon onion powder, ½ teaspoon garlic powder","Toast bread in a toaster or toaster oven.
Scoop avocado into a bowl. Add parsley, olive oil, lemon juice, salt, pepper, onion powder, and garlic powder; mash together using a potato masher. Spread avocado mixture into each piece of toast.",4.7,https://www.allrecipes.com/recipe/246803/avocado-toast-vegan/,/Everyday Cooking/Vegan/Breakfast and Brunch/,"Total Fat 10g 13%, Saturated Fat 2g 8%, Sodium 430mg 19%, Total Carbohydrate 17g 6%, Dietary Fiber 6g 20%, Total Sugars 2g, Protein 5g, Vitamin C 8mg 39%, Calcium 42mg 3%, Iron 1mg 7%, Potassium 334mg 7%","Prep Time: 10 mins, Total Time: 10 mins, Servings: 4, Yield: 4 toasts",https://www.allrecipes.com/thmb/tuoOX5LzxEww-9HzfJYHzaCT6cI=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/3605756-4910cb02090848bebfbe1563270f38d9.jpg,allrecipes,
Quesadillas I,10 mins,10 mins,20 mins,5,5 servings,"10 (6 inch) corn tortillas, 2 cups shredded mozzarella cheese, 1 (2 ounce) can sliced black olives, 2  avocados - peeled, pitted and sliced, 2 teaspoons hot pepper sauce","Heat a large frying pan or griddle over a medium heat. Place one tortilla flat on the frying pan. After 1 minute flip the tortilla over. Sprinkle a little more than 1/4 cup cheese on the tortilla, followed by some olives, avocado, and hot pepper sauce. Place another tortilla on top to make a sandwich. Cover the quesadilla with a lid. After one minute, flip the quesadilla. When the cheese has melted on the inside, remove the quesadilla. Repeat with remaining ingredients.
Cut the quesadillas into triangles and serve.",4.3,https://www.allrecipes.com/recipe/14847/quesadillas-i/,/Cuisine/Latin American/Mexican/,"Total Fat 25g 31%, Saturated Fat 8g 40%, Cholesterol 35mg 12%, Sodium 457mg 20%, Total Carbohydrate 32g 12%, Dietary Fiber 9g 32%, Total Sugars 2g, Protein 15g, Vitamin C 10mg 48%, Calcium 288mg 22%, Iron 2mg 9%, Potassium 524mg 11%","Prep Time: 10 mins, Cook Time: 10 mins, Total Time: 20 mins, Servings: 5, Yield: 5 servings",https://www.allrecipes.com/thmb/OcYCEKDWS5s7b5JpYNOUIClpke4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/3553334-20d146297720415db8fd6b532a841bc6.jpg,allrecipes,
Avocado Toast with Egg,5 mins,5 mins,10 mins,2,2 servings,"1 teaspoon butter, 2  eggs, 2 slices multigrain bread, 1  ripe avocado, pitted, peeled, 1 teaspoon lemon juice, or to taste, 1 pinch cayenne pepper,   sea salt to taste,   ground black pepper to taste","Melt butter in a skillet over medium-low heat. Crack eggs into the skillet side by side and cook until eggs are white on the bottom layer and firm enough to flip, 2 to 3 minutes. Flip eggs, trying not to crack the yolk, and cook until egg reaches desired doneness, 2 to 5 minutes more.
Meanwhile, toast bread slices to desired doneness, 3 to 5 minutes.
Mash avocado in a bowl; stir in lemon juice, cayenne pepper, and sea salt. Spread avocado mixture onto toast. Top with fried egg and season with sea salt and pepper.",4.9,https://www.allrecipes.com/recipe/265304/avocado-toast-with-egg/,/Main Dishes/Sandwich Recipes/,"Total Fat 23g 29%, Saturated Fat 5g 26%, Cholesterol 191mg 64%, Sodium 361mg 16%, Total Carbohydrate 21g 8%, Dietary Fiber 9g 31%, Total Sugars 3g, Protein 12g, Vitamin C 12mg 58%, Calcium 69mg 5%, Iron 4mg 23%, Potassium 628mg 13%","Prep Time: 5 mins, Cook Time: 5 mins, Total Time: 10 mins, Servings: 2, Yield: 2 servings",https://www.allrecipes.com/thmb/7-Tno2yJIb9B01pj87eGbAlC1Vo=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6274187-98cf86c35b0d4f0bb69dad283ac7a8db.jpg,allrecipes,
"Kale, Quinoa, and Avocado Salad with Lemon Dijon Vinaigrette",25 mins,15 mins,40 mins,4,1 large salad,"⅔ cup quinoa, 1 ⅓ cups water, 1 bunch kale, torn into bite-sized pieces, ½  avocado - peeled, pitted, and diced, ½ cup chopped cucumber, ⅓ cup chopped red bell pepper, 2 tablespoons chopped red onion, 1 tablespoon crumbled feta cheese","Bring the quinoa and 1 1/3 cup water to a boil in a saucepan. Reduce heat to medium-low, cover, and simmer until the quinoa is tender, and the water has been absorbed, about 15 to 20 minutes. Set aside to cool.
Place kale in a steamer basket over 1 inch of boiling water in a saucepan. Cover saucepan with a lid and steam kale until hot, about 45 seconds; transfer to a large plate. Top kale with quinoa, avocado, cucumber, bell pepper, red onion, and feta cheese.
Whisk olive oil, lemon juice, Dijon mustard, sea salt, and black pepper together in a bowl until the oil emulsifies into the dressing; pour over the salad.











Grace Magyar",4.8,https://www.allrecipes.com/recipe/230050/kale-quinoa-and-avocado-salad-with-lemon-dijon-vinaigrette/,/Side Dish/Sauces and Condiments/Salad Dressing Recipes/Vinaigrette Dressing Recipes/,"Total Fat 20g 26%, Saturated Fat 3g 16%, Cholesterol 2mg 1%, Sodium 552mg 24%, Total Carbohydrate 35g 13%, Dietary Fiber 6g 23%, Total Sugars 1g, Protein 9g, Vitamin C 157mg 786%, Calcium 188mg 14%, Iron 8mg 42%, Potassium 856mg 18%","Prep Time: 25 mins, Cook Time: 15 mins, Total Time: 40 mins, Servings: 4, Yield: 1 large salad",https://www.allrecipes.com/thmb/6pYqaVc3Rf7VaAKqC9RDGftAtLI=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6499568-kale-quinoa-and-avocado-salad-with-lemon-dijon-vinaigrette-Grace-Magyar-1x1-1-99abc4158e054d27a3747da553158d13.jpg,allrecipes,
Awesome Turkey Sandwich,10 mins,,10 mins,1,1 sandwich,"2 slices whole wheat bread, toasted (Optional), 1 tablespoon mayonnaise, 2 teaspoons Dijon-style prepared mustard, 3 slices smoked turkey breast, 2 tablespoons guacamole, ½ cup mixed salad greens, ¼ cup bean sprouts, ¼  avocado - peeled, pitted and sliced, 3 ounces Colby-Monterey Jack cheese, sliced, 2 slices tomato","Spread mayonnaise on one slice of toast, then spread mustard on the other. Arrange the sliced turkey on one side. Spread guacamole over the turkey. Pile on the salad greens, bean sprouts, avocado and cheese. Finish with tomato slices, then place the remaining slice of toast on top.",4.2,https://www.allrecipes.com/recipe/34400/awesome-turkey-sandwich/,/Meat and Poultry/Turkey/Turkey Breast/,"Total Fat 57g 73%, Saturated Fat 25g 124%, Cholesterol 124mg 41%, Sodium 1988mg 86%, Total Carbohydrate 41g 15%, Dietary Fiber 9g 31%, Total Sugars 3g, Protein 38g, Vitamin C 22mg 111%, Calcium 94mg 7%, Iron 4mg 21%, Potassium 928mg 20%","Prep Time: 10 mins, Total Time: 10 mins, Servings: 1, Yield: 1 sandwich",https://www.allrecipes.com/thmb/lR5Ci00nwGYS35KJ_kVMlc9IYOE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/120683-13e65a3f0d984411a784bb01379d3302.jpg,allrecipes,
Grilled Avocados,10 mins,5 mins,15 mins,8,8 servings,"¼ cup olive oil, or as needed, 1 pinch ground chipotle pepper, or more to taste, 1 pinch chili powder, or more to taste , 4  avocados, halved and pitted","Preheat grill for medium heat and lightly oil the grate.
Whisk olive oil, ground chipotle pepper, and chili powder together in a bowl; brush over the entire surface of the cut-side of each avocado.
Grill avocados, cut-side down, on the preheated grill until grill-lines begin to form on the avocado flesh, about 5 minutes.",3.9,https://www.allrecipes.com/recipe/238173/grilled-avocados/,/BBQ & Grilling/Side Dishes/,"Total Fat 22g 28%, Saturated Fat 3g 16%, Sodium 8mg 0%, Total Carbohydrate 9g 3%, Dietary Fiber 7g 24%, Total Sugars 1g, Protein 2g, Vitamin C 10mg 51%, Calcium 13mg 1%, Iron 1mg 3%, Potassium 490mg 10%","Prep Time: 10 mins, Cook Time: 5 mins, Total Time: 15 mins, Servings: 8, Yield: 8 servings",https://www.allrecipes.com/thmb/SpE_rrZ6fLhw23TehE6KolYEvp0=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1228914-e30b1b42b9794c3185c3988657506454.jpg,allrecipes,
Taco Salad III,15 mins,15 mins,30 mins,8,8 servings,"16 ounces lean ground beef, 1 (1.25 ounce) package taco seasoning mix, 1 head iceberg lettuce, shredded, 1  red onion, sliced, 1 bunch green onions, chopped, 1 (15 ounce) can pinto beans, drained, 1 (15 ounce) can kidney beans, drained, 2 large tomatoes, chopped, 1  avocados - peeled, pitted, and cubed, 8 ounces shredded Cheddar cheese, 1 (16 ounce) package corn chips, 1 (16 ounce) bottle Catalina salad dressing","Prepare the ground beef as directed by taco seasoning package and set aside.
In a large bowl, combine the beef mixture, lettuce, red onion, green onion, pinto beans, kidney beans, tomatoes, avocado and cheese. Mix well.
Before serving, add the corn chips and enough dressing to coat. Mix well and serve immediately.",4.6,https://www.allrecipes.com/recipe/16848/taco-salad-iii/,/Salad/Taco Salad Recipes/,"Total Fat 61g 78%, Saturated Fat 16g 80%, Cholesterol 72mg 24%, Sodium 1682mg 73%, Total Carbohydrate 76g 28%, Dietary Fiber 12g 43%, Total Sugars 18g, Protein 27g, Vitamin C 17mg 84%, Calcium 376mg 29%, Iron 4mg 23%, Potassium 764mg 16%","Prep Time: 15 mins, Cook Time: 15 mins, Total Time: 30 mins, Servings: 8, Yield: 8 servings",https://www.allrecipes.com/thmb/5qN3cx9MsZSDhFxUfGp-t2HUxi8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/709466-9c9278bc54ef44faa387bb8821ff9b22.jpg,allrecipes,
Vegetarian Tortilla Soup,15 mins,40 mins,55 mins,12,12 servings,"2 tablespoons vegetable oil, 1 (1 pound) package frozen pepper and onion stir fry mix, 2 cloves garlic, minced, 3 tablespoons ground cumin, 1 (28 ounce) can crushed tomatoes, 3 (4 ounce) cans chopped green chile peppers, drained, 4 (14 ounce) cans vegetable broth,   salt and pepper to taste, 1 (11 ounce) can whole kernel corn, 12 ounces tortilla chips, 1 cup shredded Cheddar cheese, 1  avocado - peeled, pitted and diced","Heat the oil in a large pot over medium heat. Stir in the pepper and onion stir fry mix, garlic, and cumin, and cook 5 minutes, until vegetables are tender. Mix in the tomatoes and chile peppers. Pour in the broth, and season with salt and pepper. Bring to a boil, reduce heat to low, and simmer 30 minutes.
Mix corn into the soup, and continue cooking 5 minutes. Serve in bowls over equal amounts of tortilla chips. Top with cheese and avocado.",4.6,https://www.allrecipes.com/recipe/80743/vegetarian-tortilla-soup/,"/Soups, Stews and Chili Recipes/Soup Recipes/Vegetable Soup Recipes/","Total Fat 16g 21%, Saturated Fat 4g 20%, Cholesterol 12mg 4%, Sodium 1152mg 50%, Total Carbohydrate 37g 14%, Dietary Fiber 6g 21%, Total Sugars 4g, Protein 9g, Vitamin C 27mg 136%, Calcium 186mg 14%, Iron 3mg 18%, Potassium 461mg 10%","Prep Time: 15 mins, Cook Time: 40 mins, Total Time: 55 mins, Servings: 12, Yield: 12 servings",https://www.allrecipes.com/thmb/uL-7DOsF8ZWskEEsJUa0sO9KBtM=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2113866-ceed23b99e344ad889d8c906a2f58995.jpg,allrecipes,
Easy Keto Beef Tacos,20 mins,18 mins,50 mins,4,4 servings,"2 cups shredded Cheddar cheese, 1 pound ground beef, ½ package taco seasoning mix, ½ teaspoon salt, ¼ teaspoon ground black pepper, 1  avocado, diced, 1 cup shredded lettuce, ½ cup shredded Cheddar cheese, ½ cup tomatoes, diced","Preheat oven to 350 degrees F (175 degrees C). Line 2 baking sheets with parchment paper or silicone mat.
Spread Cheddar cheese into four 6-inch circles, placed 2 inches apart.
Bake in the preheated oven until cheese melts and is lightly brown, 6 to 8 minutes.
Cool for 2 to 3 minutes before lifting with a spatula. Place over wooden spoon handle wrapped in aluminum foil balanced over 2 cups/cans. Let taco shells cool completely, about 10 minutes.
Cook beef in a skillet over medium-high heat until browned, stirring often to separate meat, about 7 minutes. Season with taco seasoning, salt, and pepper; cook for 1 minute more.
Divide beef mixture among cheese taco shells. Top with avocado, lettuce, Cheddar cheese, and tomatoes.",4.2,https://www.allrecipes.com/recipe/261032/easy-keto-beef-tacos/,/Cuisine/Latin American/Mexican/,"Total Fat 53g 67%, Saturated Fat 26g 128%, Cholesterol 157mg 52%, Sodium 1197mg 52%, Total Carbohydrate 10g 4%, Dietary Fiber 4g 14%, Total Sugars 2g, Protein 41g, Vitamin C 8mg 42%, Calcium 619mg 48%, Iron 3mg 16%, Potassium 634mg 13%","Prep Time: 20 mins, Cook Time: 18 mins, Additional Time: 12 mins, Total Time: 50 mins, Servings: 4, Yield: 4 servings",https://www.allrecipes.com/thmb/cJvmDYzMq8LoRXz7pATY8Q9oS7M=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4574623-074063dc11164d99af881cc571089aee.jpg,allrecipes,
Turkey Avocado Panini,17 mins,8 mins,25 mins,2,2 sandwiches,"½  ripe avocado, ¼ cup mayonnaise, 2  ciabatta rolls, 1 tablespoon olive oil, divided, 2 slices provolone cheese, 1 cup whole fresh spinach leaves, divided, ¼ pound thinly sliced mesquite smoked turkey breast, 2  roasted red peppers, sliced into strips","Mash the avocado and the mayonnaise together in a bowl until thoroughly mixed.
Preheat a panini sandwich press.
To make the sandwiches, split the ciabatta rolls in half the flat way, and brush the bottom of each roll with olive oil. Place the bottoms of the rolls onto the panini press, olive oil side down. Place a provolone cheese slice, half the spinach leaves, half the sliced turkey breast, and a sliced roasted red pepper on each sandwich. Spread half of the avocado mixture on the cut surface of each top, and place the top of the roll on the sandwich. Brush the top of the roll with olive oil.
Close the panini press and cook until the bun is toasted and crisp, with golden brown grill marks, and the cheese has melted, about 5 to 8 minutes.",4.7,https://www.allrecipes.com/recipe/201117/turkey-avocado-panini/,/Cuisine/European/Italian/,"Total Fat 51g 66%, Saturated Fat 13g 63%, Cholesterol 62mg 21%, Sodium 1720mg 75%, Total Carbohydrate 42g 15%, Dietary Fiber 6g 21%, Total Sugars 4g, Protein 25g, Vitamin C 59mg 297%, Calcium 328mg 25%, Iron 4mg 23%, Potassium 623mg 13%","Prep Time: 17 mins, Cook Time: 8 mins, Total Time: 25 mins, Servings: 2, Yield: 2 sandwiches",https://www.allrecipes.com/thmb/YvFmM779nyM7dyF1ekaej-S1aBM=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5428404-5820c635c8c74ffb994140fc3d000fea.jpg,allrecipes,
Corn and Avocado Salsa,30 mins,5 mins,35 mins,4,4 cups,"3 ears fresh corn, husks and silks removed, 2  avocados - peeled, pitted, and cubed, 1  red onion, finely diced, 1  red bell pepper, seeded and diced, 1 tablespoon minced garlic, 1 tablespoon ground cumin, 1 teaspoon crushed red pepper flakes, ¼ cup chopped fresh cilantro, ⅓ cup red wine vinegar, 2 tablespoons olive oil, ¼ cup fresh lime juice,   salt and black pepper to taste","Place the corn in a large pot with enough water to cover, and bring to a boil. Cook until kernels are tender but crisp, about 5 minutes. Drain, and cool in cold water. Use a knife to scrape kernels from the cobs.
Place kernels in a medium bowl. Stir in avocados, red onion, bell pepper, and garlic. Add cumin, red pepper flakes, and cilantro. Mix in vinegar, olive oil, and lime juice. Season with salt and pepper.",4.6,https://www.allrecipes.com/recipe/74692/corn-and-avocado-salsa/,/Appetizers and Snacks/Dips and Spreads Recipes/Salsa Recipes/Corn Salsa Recipes/,"Total Fat 23g 29%, Saturated Fat 3g 17%, Sodium 65mg 3%, Total Carbohydrate 29g 11%, Dietary Fiber 10g 36%, Total Sugars 6g, Protein 5g, Vitamin C 62mg 308%, Calcium 46mg 4%, Iron 2mg 13%, Potassium 856mg 18%","Prep Time: 30 mins, Cook Time: 5 mins, Total Time: 35 mins, Servings: 4, Yield: 4 cups",https://www.allrecipes.com/thmb/MROBZhKg3-OmdNEbzkK7RrEF39M=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/377894-8d2808710fcf41e6858b603d3591903b.jpg,allrecipes,
Harvest Salad,15 mins,,15 mins,6,6 servings,"½ cup chopped walnuts, 1 bunch spinach, rinsed and torn into bite-size pieces, ½ cup dried cranberries, ½ cup crumbled blue cheese, 2  tomatoes, chopped, 1  avocado - peeled, pitted and diced, ½  red onion, thinly sliced, 2 tablespoons red raspberry jam (with seeds), 2 tablespoons red wine vinegar, ⅓ cup walnut oil,   freshly ground black pepper to taste,   salt to taste","Preheat oven to 375 degrees F (190 degrees C). Arrange walnuts in a single layer on a baking sheet. Toast in oven for 5 minutes, or until nuts begin to brown.
In a large bowl, toss together the spinach, walnuts, cranberries, blue cheese, tomatoes, avocado, and red onion.
In a small bowl, whisk together jam, vinegar, walnut oil, pepper, and salt. Pour over the salad just before serving, and toss to coat.",4.8,https://www.allrecipes.com/recipe/23783/harvest-salad/,/Salad/Green Salad Recipes/Spinach Salad Recipes/,"Total Fat 27g 35%, Saturated Fat 5g 23%, Cholesterol 8mg 3%, Sodium 207mg 9%, Total Carbohydrate 22g 8%, Dietary Fiber 5g 19%, Total Sugars 13g, Protein 7g, Vitamin C 25mg 127%, Calcium 136mg 10%, Iron 2mg 12%, Potassium 670mg 14%","Prep Time: 15 mins, Total Time: 15 mins, Servings: 6, Yield: 6 servings",https://www.allrecipes.com/thmb/J93dsIN4D9hTKSnEB4kes_BJmL4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1656669-351ba9eaced6493b8341e9c7002096fc.jpg,allrecipes,
Warm Shrimp Salad,10 mins,15 mins,25 mins,3,2 to 4 servings,"1 pound medium shrimp - peeled and deveined, 2 tablespoons butter, 2  lemons, juiced, 2 heads butter lettuce, 2  tomatoes, chopped, 1  avocado - peeled, pitted and diced, 2 stalks celery, chopped, 1  cucumber, cleaned and chopped, ½ cup shredded carrots, ⅓ cup vinaigrette salad dressing","In a large saute pan melt butter over medium heat. Add the shrimp and lemon juice, cook until shrimp just turn pink. Remove from heat and drain.
In a large bowl tear lettuce into bite-size pieces, add the tomatoes, avocado, celery, cucumber carrots and cooked shrimp, toss to combine. Top with your favorite dressing or vinaigrette.",4.5,https://www.allrecipes.com/recipe/14189/warm-shrimp-salad/,/Salad/Seafood Salad Recipes/Shrimp Salad Recipes/,"Total Fat 26g 33%, Saturated Fat 7g 37%, Cholesterol 250mg 83%, Sodium 566mg 25%, Total Carbohydrate 29g 11%, Dietary Fiber 12g 43%, Total Sugars 9g, Protein 37g, Vitamin C 90mg 449%, Calcium 218mg 17%, Iron 7mg 37%, Potassium 1474mg 31%","Prep Time: 10 mins, Cook Time: 15 mins, Total Time: 25 mins, Servings: 3, Yield: 2 to 4 servings",https://www.allrecipes.com/thmb/nIno-XqAzLgfsBIz9tNElE5S2Iw=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1959881-fc2874f140564ea289cead200a37e391.jpg,allrecipes,
Avocado Soup with Chicken and Lime,10 mins,20 mins,30 mins,4,4 servings,"4 (6 inch) corn tortillas, julienned, 1 ½ tablespoons olive oil, 1  white onion, sliced thinly, 8 cloves garlic, thinly sliced, 4  fresh jalapeno peppers, sliced, 8 ounces skinless, boneless chicken breast halves - cut into thin strips, 1 quart chicken broth, ¼ cup fresh lime juice, 1  tomato, seeded and diced,   salt and ground black pepper to taste, 1  avocado - peeled, pitted and diced, ¼ cup chopped fresh cilantro","Preheat oven to 400 degrees F (200 degrees C). Arrange tortilla strips on a baking sheet.
Bake in the preheated oven until lightly browned, 3 to 5 minutes.
Heat oil in a large saucepan over medium heat. Cook onion, garlic, and jalapenos in oil until lightly browned, 4 to 5 minutes. Stir in chicken, chicken broth, lime juice, tomato, salt and pepper. Gently simmer until chicken is no longer pink, about 10 minutes. Stir in avocado and cilantro and heat through, 3 to 5 minutes. Adjust seasonings to taste.
Ladle soup into bowls and sprinkle with tortilla strips to serve.",4.5,https://www.allrecipes.com/recipe/20809/avocado-soup-with-chicken-and-lime/,"/Soups, Stews and Chili Recipes/Soup Recipes/Vegetable Soup Recipes/","Total Fat 15g 20%, Saturated Fat 2g 12%, Cholesterol 37mg 12%, Sodium 1048mg 46%, Total Carbohydrate 25g 9%, Dietary Fiber 7g 23%, Total Sugars 4g, Protein 17g, Vitamin C 24mg 122%, Calcium 59mg 5%, Iron 1mg 8%, Potassium 590mg 13%","Prep Time: 10 mins, Cook Time: 20 mins, Total Time: 30 mins, Servings: 4, Yield: 4 servings",https://www.allrecipes.com/thmb/BZ9yflTw9g2FI8vuHyGtx-rSQBk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/368123-ea4ab1fb79cf46c8b3745616803ab8d1.jpg,allrecipes,
Meyer Lemon Avocado Toast,10 mins,3 mins,13 mins,2,2 servings,"2 slices whole grain bread, ½  avocado, 2 tablespoons chopped fresh cilantro, or more to taste, 1 teaspoon Meyer lemon juice, or to taste, ¼ teaspoon Meyer lemon zest, 1 pinch cayenne pepper, 1 pinch fine sea salt, ¼ teaspoon chia seeds","Toast bread slices to desired doneness, 3 to 5 minutes.
Mash avocado in a bowl; stir in cilantro, Meyer lemon juice, Meyer lemon zest, cayenne pepper, and sea salt. Spread avocado mixture onto toast and top with chia seeds.",4.8,https://www.allrecipes.com/recipe/257457/meyer-lemon-avocado-toast/,/Main Dishes/Sandwich Recipes/,"Total Fat 1g 2%, Saturated Fat 0g 1%, Sodium 271mg 12%, Total Carbohydrate 12g 4%, Dietary Fiber 2g 8%, Total Sugars 2g, Protein 4g, Vitamin C 3mg 13%, Calcium 31mg 2%, Iron 3mg 14%, Potassium 82mg 2%","Prep Time: 10 mins, Cook Time: 3 mins, Total Time: 13 mins, Servings: 2, Yield: 2 servings",https://www.allrecipes.com/thmb/W7qxZ1EaZNXan2kpORUQXBg6x8g=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4487253-e6669e70d4114beb857b6aeac7814444.jpg,allrecipes,
